	speaker	domain	language
19653	jlczcu	di warung	indonesia
19654	jlczcu	di bank	indonesia
19655	jlczcu	di kantor pos	indonesia
19656	jlczcu	di sd dengan guru	dayak
19657	jlczcu	di sd dengan guru	indonesia
19658	jlczcu	di sd dengan teman sekelas	dayak
19659	jlczcu	di sd dengan teman sekelas	indonesia
19660	jlczcu	di sma dengan guru	indonesia
19661	jlczcu	di sma dengan guru	inggris
19662	jlczcu	di sma dengan teman sekelas	indonesia
19663	jlczcu	di sma dengan teman sekelas	inggris
19664	jlczcu	di kendaraan umum	indonesia
19665	jlczcu	membaca novel/buku cerita	indonesia
19666	jlczcu	membaca novel/buku cerita	inggris
19667	jlczcu	membaca koran	indonesia
19668	jlczcu	membaca majalah	indonesia
19669	jlczcu	membaca majalah	inggris
19670	jlczcu	mendengar musik	inggris
19671	jlczcu	mendengar radio	indonesia
19672	jlczcu	menonton tv	indonesia
19673	jlczcu	menonton tv	inggris
19674	nnxupd	dengan ibu	indonesia
19675	nnxupd	dengan bapak	indonesia
19676	nnxupd	dengan kakak/adik	indonesia
19677	nnxupd	dengan nenek dan kakek	indonesia
19679	nnxupd	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19680	nnxupd	dengan tetangga	indonesia
19681	nnxupd	dengan pembantu	indonesia
19682	nnxupd	apabila marah	indonesia
19683	nnxupd	apabila marah	jawa
19684	nnxupd	dalam mimpi	indonesia
19685	nnxupd	berhitung	indonesia
19686	nnxupd	kirim sms ke keluarga	indonesia
19687	nnxupd	kirim sms ke teman	indonesia
19689	nnxupd	dalam jejaring sosial (fb)	indonesia
19690	nnxupd	dalam jejaring sosial (fb)	inggris
19691	nnxupd	berdoa dalam hati	indonesia
19692	nnxupd	berdoa di tempat ibadah	indonesia
19693	nnxupd	di rumah	indonesia
19696	nnxupd	di warung	indonesia
19697	nnxupd	di bank	indonesia
19699	nnxupd	di sd dengan guru	indonesia
19700	nnxupd	di sd dengan teman sekelas	jawa
19701	nnxupd	di sma dengan guru	indonesia
19702	nnxupd	di sma dengan teman sekelas	jawa
19703	nnxupd	di kendaraan umum	indonesia
19704	nnxupd	membaca novel/buku cerita	indonesia
19705	nnxupd	membaca novel/buku cerita	inggris
19706	nnxupd	membaca koran	indonesia
19707	nnxupd	membaca majalah	indonesia
19708	nnxupd	mendengar musik	inggris
19710	nnxupd	menonton tv	indonesia
19711	nnxupd	menonton tv	inggris
19712	nnxupd	menonton tv	china
19713	nyhwtc	dengan ibu	indonesia
19714	nyhwtc	dengan bapak	indonesia
19715	nyhwtc	dengan kakak/adik	indonesia
19716	nyhwtc	dengan kakak/adik	jawa
19717	nyhwtc	dengan nenek dan kakek	indonesia
19719	nyhwtc	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19720	nyhwtc	dengan tetangga	indonesia
19721	nyhwtc	dengan pembantu	indonesia
19722	nyhwtc	dengan pembantu	jawa
19723	nyhwtc	apabila marah	indonesia
19724	nyhwtc	apabila marah	jawa
19725	nyhwtc	dalam mimpi	indonesia
19726	nyhwtc	berhitung	indonesia
19727	nyhwtc	kirim sms ke keluarga	indonesia
19728	nyhwtc	kirim sms ke teman	indonesia
19729	nyhwtc	kirim sms ke teman	jawa
19731	nyhwtc	dalam jejaring sosial (fb)	indonesia
19732	nyhwtc	dalam jejaring sosial (fb)	inggris
19733	nyhwtc	berdoa dalam hati	indonesia
19734	nyhwtc	berdoa di tempat ibadah	indonesia
19735	nyhwtc	di rumah	indonesia
19736	nyhwtc	di rumah	jawa
19738	nyhwtc	di pasar	indonesia
19739	nyhwtc	di pasar	jawa
19740	nyhwtc	di warung	indonesia
19741	nyhwtc	di bank	indonesia
19742	nyhwtc	di kantor pos	indonesia
19743	nyhwtc	di sd dengan guru	indonesia
19744	nyhwtc	di sd dengan teman sekelas	indonesia
19745	nyhwtc	di sd dengan teman sekelas	jawa
19746	nyhwtc	di sma dengan guru	indonesia
19747	nyhwtc	di sma dengan teman sekelas	indonesia
19748	nyhwtc	di sma dengan teman sekelas	jawa
19749	nyhwtc	di kendaraan umum	indonesia
19750	nyhwtc	membaca novel/buku cerita	indonesia
19751	nyhwtc	membaca koran	indonesia
19752	nyhwtc	membaca majalah	indonesia
19753	nyhwtc	mendengar musik	inggris
19754	nyhwtc	mendengar radio	indonesia
19755	nyhwtc	menonton tv	indonesia
19756	nyhwtc	menonton tv	inggris
19757	wkrjwg	dengan ibu	indonesia
19758	wkrjwg	dengan bapak	indonesia
19759	wkrjwg	dengan kakak/adik	ambon
19760	wkrjwg	dengan nenek dan kakek	indonesia
19762	wkrjwg	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19763	wkrjwg	dengan sanak saudara (tante, om, sepupu, dll)	ambon
19764	wkrjwg	dengan tetangga	ambon
19766	wkrjwg	apabila marah	ambon
19767	wkrjwg	dalam mimpi	indonesia
19768	wkrjwg	berhitung	indonesia
19769	wkrjwg	kirim sms ke keluarga	indonesia
19770	wkrjwg	kirim sms ke keluarga	ambon
19771	wkrjwg	kirim sms ke teman	ambon
19773	wkrjwg	dalam jejaring sosial (fb)	indonesia
19774	wkrjwg	berdoa dalam hati	indonesia
19775	wkrjwg	berdoa di tempat ibadah	indonesia
19776	wkrjwg	di rumah	indonesia
19777	wkrjwg	di tempat kerja	indonesia
19778	wkrjwg	di pasar	indonesia
19779	wkrjwg	di warung	indonesia
19780	wkrjwg	di bank	indonesia
19781	wkrjwg	di kantor pos	indonesia
19782	wkrjwg	di sd dengan guru	indonesia
19783	wkrjwg	di sd dengan teman sekelas	ambon
19784	wkrjwg	di sma dengan guru	indonesia
19785	wkrjwg	di sma dengan teman sekelas	ambon
19786	wkrjwg	di kendaraan umum	ambon
19787	wkrjwg	membaca novel/buku cerita	indonesia
19788	wkrjwg	membaca koran	indonesia
19789	wkrjwg	membaca majalah	indonesia
19790	wkrjwg	mendengar musik	indonesia
19791	wkrjwg	mendengar radio	indonesia
19792	wkrjwg	menonton tv	indonesia
19793	yitbga	dengan ibu	ambon
19794	yitbga	dengan bapak	ambon
19795	yitbga	dengan kakak/adik	ambon
19796	yitbga	dengan nenek dan kakek	ambon
19798	yitbga	dengan sanak saudara (tante, om, sepupu, dll)	ambon
19799	yitbga	dengan tetangga	ambon
19800	yitbga	dengan pembantu	ambon
19802	yitbga	dalam mimpi	ambon
19803	yitbga	berhitung	ambon
19804	yitbga	kirim sms ke keluarga	ambon
19805	yitbga	kirim sms ke teman	ambon
19807	yitbga	dalam jejaring sosial (fb)	ambon
19808	yitbga	berdoa dalam hati	ambon
19809	yitbga	berdoa di tempat ibadah	indonesia
19810	yitbga	di rumah	ambon
19811	yitbga	di tempat kerja	indonesia
19812	yitbga	di pasar	ambon
19813	yitbga	di warung	indonesia
19814	yitbga	di warung	jawa
19815	yitbga	di bank	indonesia
19816	yitbga	di kantor pos	indonesia
19817	yitbga	di sd dengan guru	indonesia
19818	yitbga	di sd dengan teman sekelas	ambon
19819	yitbga	di sma dengan guru	indonesia
19820	yitbga	di sma dengan teman sekelas	ambon
19821	yitbga	di kendaraan umum	ambon
19822	yitbga	membaca novel/buku cerita	indonesia
19823	yitbga	membaca koran	indonesia
19824	yitbga	membaca majalah	indonesia
19825	yitbga	mendengar musik	indonesia
19826	yitbga	mendengar radio	indonesia
19827	yitbga	menonton tv	indonesia
19828	ywoodx	dengan ibu	indonesia
19829	ywoodx	dengan ibu	jawa
19830	ywoodx	dengan bapak	indonesia
19831	ywoodx	dengan bapak	mandarin
19832	ywoodx	dengan bapak	jawa
19833	ywoodx	dengan kakak/adik	indonesia
19834	ywoodx	dengan kakak/adik	jawa
19835	ywoodx	dengan kakak/adik	inggris
19836	ywoodx	dengan nenek dan kakek	indonesia
19838	ywoodx	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19839	ywoodx	dengan tetangga	indonesia
19840	ywoodx	dengan pembantu	jawa
19841	ywoodx	apabila marah	indonesia
19843	ywoodx	berhitung	indonesia
19844	ywoodx	kirim sms ke keluarga	indonesia
19845	ywoodx	kirim sms ke teman	inggris
19846	ywoodx	kirim sms ke teman	jawa
19848	ywoodx	dalam jejaring sosial (fb)	inggris
19849	ywoodx	berdoa dalam hati	indonesia
19850	ywoodx	berdoa di tempat ibadah	indonesia
19851	ywoodx	berdoa di tempat ibadah	inggris
19852	ywoodx	di rumah	indonesia
19853	ywoodx	di rumah	jawa
19855	ywoodx	di pasar	indonesia
19864	ywoodx	membaca novel/buku cerita	inggris
19865	ywoodx	membaca koran	indonesia
19867	ywoodx	mendengar musik	inggris
19869	ywoodx	menonton tv	indonesia
19870	ywoodx	menonton tv	inggris
19871	gulnft	dengan ibu	indonesia
19872	gulnft	dengan bapak	indonesia
19873	gulnft	dengan kakak/adik	indonesia
19874	gulnft	dengan kakak/adik	jawa
19875	gulnft	dengan nenek dan kakek	indonesia
19877	gulnft	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19878	gulnft	dengan tetangga	indonesia
19879	gulnft	dengan pembantu	indonesia
19880	gulnft	dengan pembantu	jawa
19881	gulnft	apabila marah	indonesia
19882	gulnft	apabila marah	jawa
19883	gulnft	dalam mimpi	indonesia
19884	gulnft	berhitung	indonesia
19885	gulnft	kirim sms ke keluarga	indonesia
19886	gulnft	kirim sms ke teman	indonesia
19888	gulnft	dalam jejaring sosial (fb)	indonesia
19889	gulnft	berdoa dalam hati	indonesia
19890	gulnft	berdoa di tempat ibadah	indonesia
19891	gulnft	di rumah	indonesia
19892	gulnft	di tempat kerja	indonesia
19893	gulnft	di pasar	indonesia
19894	gulnft	di warung	indonesia
19895	gulnft	di bank	indonesia
19896	gulnft	di kantor pos	indonesia
19897	gulnft	di sd dengan guru	indonesia
19898	gulnft	di sd dengan teman sekelas	indonesia
19899	gulnft	di sma dengan guru	indonesia
19900	gulnft	di sma dengan teman sekelas	indonesia
19901	gulnft	di kendaraan umum	indonesia
19902	gulnft	membaca novel/buku cerita	indonesia
19903	gulnft	membaca novel/buku cerita	inggris
19904	gulnft	membaca koran	indonesia
19905	gulnft	membaca majalah	indonesia
19906	gulnft	mendengar musik	indonesia
19907	gulnft	mendengar musik	korea
19908	gulnft	mendengar musik	inggris
19909	gulnft	mendengar radio	indonesia
19910	gulnft	menonton tv	indonesia
19911	gulnft	menonton tv	korea
19912	gulnft	menonton tv	inggris
19913	ytllkj	dengan ibu	tio ciu
19914	ytllkj	dengan ibu	hakka
19915	ytllkj	dengan bapak	tio ciu
19916	ytllkj	dengan kakak/adik	tio ciu
19917	ytllkj	dengan nenek dan kakek	hakka
19919	ytllkj	dengan sanak saudara (tante, om, sepupu, dll)	tio ciu
19920	ytllkj	dengan sanak saudara (tante, om, sepupu, dll)	hakka
19921	ytllkj	dengan tetangga	indonesia
19922	ytllkj	dengan tetangga	hakka
19923	ytllkj	dengan tetangga	tio ciu
19924	ytllkj	dengan pembantu	indonesia
19925	ytllkj	apabila marah	indonesia
19926	ytllkj	apabila marah	tio ciu
19927	ytllkj	dalam mimpi	indonesia
19928	ytllkj	dalam mimpi	tio ciu
19929	ytllkj	dalam mimpi	inggris
19930	ytllkj	berhitung	indonesia
19931	ytllkj	berhitung	hakka
19932	ytllkj	berhitung	tio ciu
19933	ytllkj	kirim sms ke keluarga	indonesia
19934	ytllkj	kirim sms ke keluarga	tio ciu
19935	ytllkj	kirim sms ke teman	indonesia
19936	ytllkj	kirim sms ke teman	inggris
19938	ytllkj	dalam jejaring sosial (fb)	indonesia
19939	ytllkj	dalam jejaring sosial (fb)	inggris
19940	ytllkj	berdoa dalam hati	indonesia
19941	ytllkj	berdoa di tempat ibadah	indonesia
19942	ytllkj	di rumah	tio ciu
19943	ytllkj	di rumah	hakka
19945	ytllkj	di pasar	indonesia
19946	ytllkj	di pasar	melayu
19947	ytllkj	di warung	indonesia
19948	ytllkj	di warung	melayu
19949	ytllkj	di bank	indonesia
19950	ytllkj	di bank	tio ciu
19951	ytllkj	di kantor pos	indonesia
19952	ytllkj	di sd dengan guru	indonesia
19953	ytllkj	di sd dengan guru	inggris
19954	ytllkj	di sd dengan teman sekelas	indonesia
19955	ytllkj	di sd dengan teman sekelas	inggris
19956	ytllkj	di sma dengan guru	indonesia
19957	ytllkj	di sma dengan guru	inggris
19958	ytllkj	di sma dengan teman sekelas	indonesia
19959	ytllkj	di sma dengan teman sekelas	inggris
19960	ytllkj	di kendaraan umum	indonesia
19961	ytllkj	membaca novel/buku cerita	indonesia
19962	ytllkj	membaca novel/buku cerita	inggris
19963	ytllkj	membaca koran	indonesia
19964	ytllkj	membaca majalah	indonesia
19965	ytllkj	membaca majalah	inggris
19966	ytllkj	mendengar musik	korea
19967	ytllkj	mendengar musik	mandarin
19968	ytllkj	mendengar musik	indonesia
19969	ytllkj	mendengar musik	inggris
19970	ytllkj	mendengar radio	indonesia
19971	ytllkj	menonton tv	indonesia
19972	ytllkj	menonton tv	korea
19973	ytllkj	menonton tv	inggris
21494	qvdqdu	dengan ibu	jawa ngoko
21495	qvdqdu	dengan bapak	jawa ngoko
21496	qvdqdu	dengan kakak/adik	jawa ngoko
21497	qvdqdu	dengan nenek dan kakek	jawa ngoko
21499	qvdqdu	dengan sanak saudara (tante, om, sepupu, dll)	jawa ngoko
21500	qvdqdu	dengan tetangga	jawa ngoko alus
21502	qvdqdu	apabila marah	jawa ngoko
21503	qvdqdu	dalam mimpi	jawa ngoko
21504	qvdqdu	berhitung	jawa ngoko
21505	qvdqdu	kirim sms ke keluarga	jawa ngoko
21506	qvdqdu	kirim sms ke teman	indonesia
21507	qvdqdu	kirim sms ke teman	jawa
21509	qvdqdu	dalam jejaring sosial (fb)	indonesia
21510	qvdqdu	dalam jejaring sosial (fb)	jawa
21511	qvdqdu	dalam jejaring sosial (fb)	inggris
21512	qvdqdu	berdoa dalam hati	indonesia
21513	qvdqdu	berdoa dalam hati	jawa
21514	qvdqdu	berdoa di tempat ibadah	arab
21515	qvdqdu	berdoa di tempat ibadah	indonesia
21516	qvdqdu	di rumah	jawa ngoko
21517	qvdqdu	di tempat kerja	indonesia
21518	qvdqdu	di tempat kerja	jawa
21519	qvdqdu	di pasar	jawa ngoko alus
21520	qvdqdu	di warung	jawa ngoko alus
21521	qvdqdu	di bank	indonesia
21522	qvdqdu	di kantor pos	indonesia
21523	qvdqdu	di kantor pos	jawa
21524	qvdqdu	di sd dengan guru	jawa krama
21525	qvdqdu	di sd dengan teman sekelas	jawa ngoko
21526	qvdqdu	di sma dengan guru	indonesia
21527	qvdqdu	di sma dengan teman sekelas	indonesia
21528	qvdqdu	di kendaraan umum	jawa
21529	qvdqdu	membaca novel/buku cerita	indonesia
21530	qvdqdu	membaca novel/buku cerita	jawa
21531	qvdqdu	membaca novel/buku cerita	inggris
21532	qvdqdu	membaca koran	indonesia
21533	qvdqdu	membaca koran	inggris
21534	qvdqdu	membaca majalah	indonesia
21535	qvdqdu	membaca majalah	inggris
21536	qvdqdu	mendengar musik	indonesia
21537	qvdqdu	mendengar musik	inggris
21538	qvdqdu	mendengar radio	indonesia
21539	qvdqdu	mendengar radio	inggris
21540	qvdqdu	menonton tv	indonesia
21541	qvdqdu	menonton tv	inggris
21542	qyzkyf	dengan ibu	indonesia
21543	qyzkyf	dengan bapak	indonesia
21544	qyzkyf	dengan kakak/adik	jawa
21545	qyzkyf	dengan nenek dan kakek	jawa
21547	qyzkyf	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
21548	qyzkyf	dengan tetangga	jawa
21549	qyzkyf	dengan pembantu	indonesia
21550	qyzkyf	apabila marah	campur
21551	qyzkyf	dalam mimpi	campur
21552	qyzkyf	berhitung	campur
21553	qyzkyf	kirim sms ke keluarga	indonesia
21554	qyzkyf	kirim sms ke teman	indonesia
21555	qyzkyf	kirim sms ke suami/istri 	indonesia
21556	qyzkyf	dalam jejaring sosial (fb)	indonesia
21557	qyzkyf	berdoa dalam hati	indonesia
21558	qyzkyf	berdoa di tempat ibadah	indonesia
21559	qyzkyf	di rumah	jawa
21561	qyzkyf	di pasar	jawa
21562	qyzkyf	di warung	indonesia
21563	qyzkyf	di bank	indonesia
21564	qyzkyf	di kantor pos	indonesia
21565	qyzkyf	di sd dengan guru	indonesia
21566	qyzkyf	di sd dengan teman sekelas	jawa
21567	qyzkyf	di sma dengan guru	indonesia
21568	qyzkyf	di sma dengan teman sekelas	jawa
21569	qyzkyf	di kendaraan umum	indonesia
21570	qyzkyf	membaca novel/buku cerita	indonesia
21571	qyzkyf	membaca koran	indonesia
21572	qyzkyf	membaca majalah	indonesia
21573	qyzkyf	mendengar musik	indonesia
21574	qyzkyf	mendengar radio	indonesia
21575	qyzkyf	menonton tv	indonesia
21576	mfvlmv	dengan ibu	jawa
21577	mfvlmv	dengan bapak	jawa
21578	mfvlmv	dengan kakak/adik	jawa
21579	mfvlmv	dengan nenek dan kakek	jawa
21581	mfvlmv	dengan sanak saudara (tante, om, sepupu, dll)	jawa
21582	mfvlmv	dengan tetangga	jawa
21583	mfvlmv	dengan pembantu	jawa
21584	mfvlmv	apabila marah	jawa
21585	mfvlmv	dalam mimpi	jawa
21586	mfvlmv	berhitung	jawa
21587	mfvlmv	kirim sms ke keluarga	jawa
21588	mfvlmv	kirim sms ke teman	indonesia
21589	mfvlmv	kirim sms ke teman	jawa
21591	mfvlmv	dalam jejaring sosial (fb)	indonesia
21592	mfvlmv	dalam jejaring sosial (fb)	inggris
21593	mfvlmv	berdoa dalam hati	arab
21594	mfvlmv	berdoa di tempat ibadah	arab
21595	mfvlmv	di rumah	jawa
21596	mfvlmv	di tempat kerja	indonesia
21597	mfvlmv	di pasar	jawa
21598	mfvlmv	di warung	jawa
21599	mfvlmv	di bank	indonesia
21600	mfvlmv	di kantor pos	indonesia
21601	mfvlmv	di sd dengan guru	jawa
21602	mfvlmv	di sd dengan teman sekelas	jawa
21603	mfvlmv	di sma dengan guru	jawa
21604	mfvlmv	di sma dengan teman sekelas	jawa
21605	mfvlmv	di kendaraan umum	indonesia
21606	mfvlmv	membaca novel/buku cerita	indonesia
21607	mfvlmv	membaca koran	indonesia
21608	mfvlmv	membaca koran	inggris
21609	mfvlmv	membaca majalah	indonesia
21610	mfvlmv	mendengar musik	inggris
21611	mfvlmv	mendengar radio	indonesia
21612	mfvlmv	menonton tv	indonesia
21613	qdjrdf	dengan ibu	indonesia
21614	qdjrdf	dengan bapak	indonesia
21615	qdjrdf	dengan kakak/adik	indonesia
21616	qdjrdf	dengan nenek dan kakek	indonesia
21617	qdjrdf	dengan nenek dan kakek	sunda
21619	qdjrdf	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
21620	qdjrdf	dengan tetangga	indonesia
21622	qdjrdf	apabila marah	indonesia
21623	qdjrdf	dalam mimpi	indonesia
21624	qdjrdf	berhitung	indonesia
21625	qdjrdf	kirim sms ke keluarga	indonesia
21626	qdjrdf	kirim sms ke keluarga	inggris
21627	qdjrdf	kirim sms ke teman	indonesia
21628	qdjrdf	kirim sms ke teman	cina
21629	qdjrdf	kirim sms ke teman	inggris
21631	qdjrdf	dalam jejaring sosial (fb)	indonesia
21632	qdjrdf	berdoa dalam hati	indonesia
21633	qdjrdf	berdoa di tempat ibadah	indonesia
21634	qdjrdf	di rumah	indonesia
21635	qdjrdf	di tempat kerja	indonesia
21636	qdjrdf	di tempat kerja	inggris
21637	qdjrdf	di pasar	indonesia
21638	qdjrdf	di pasar	jawa
21639	qdjrdf	di warung	indonesia
21640	qdjrdf	di warung	jawa
21641	qdjrdf	di bank	indonesia
21642	qdjrdf	di kantor pos	indonesia
21643	qdjrdf	di sd dengan guru	indonesia
21644	qdjrdf	di sd dengan teman sekelas	indonesia
21645	qdjrdf	di sma dengan guru	indonesia
21646	qdjrdf	di sma dengan teman sekelas	indonesia
21647	qdjrdf	di kendaraan umum	indonesia
21648	qdjrdf	membaca novel/buku cerita	indonesia
21649	qdjrdf	membaca novel/buku cerita	cina
21650	qdjrdf	membaca novel/buku cerita	inggris
21651	qdjrdf	membaca koran	indonesia
21652	qdjrdf	membaca koran	cina
21653	qdjrdf	membaca koran	inggris
21654	qdjrdf	membaca majalah	indonesia
21655	qdjrdf	membaca majalah	inggris
21656	qdjrdf	mendengar musik	indonesia
21657	qdjrdf	mendengar musik	cina
21658	qdjrdf	mendengar musik	inggris
21659	qdjrdf	mendengar radio	indonesia
21660	qdjrdf	mendengar radio	cina
21661	qdjrdf	mendengar radio	inggris
21662	qdjrdf	menonton tv	indonesia
21663	qdjrdf	menonton tv	cina
21664	qdjrdf	menonton tv	inggris
21665	vllqxl	dengan ibu	indonesia
21666	vllqxl	dengan ibu	jawa
21667	vllqxl	dengan bapak	indonesia
21668	vllqxl	dengan bapak	jawa
21669	vllqxl	dengan kakak/adik	indonesia
21670	vllqxl	dengan kakak/adik	jawa
21671	vllqxl	dengan nenek dan kakek	jawa
21673	vllqxl	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
21674	vllqxl	dengan tetangga	indonesia
21675	vllqxl	dengan pembantu	jawa
21676	vllqxl	apabila marah	jawa
21677	vllqxl	dalam mimpi	indonesia
21678	vllqxl	berhitung	indonesia
21679	vllqxl	kirim sms ke keluarga	indonesia
21680	vllqxl	kirim sms ke teman	indonesia
21682	vllqxl	dalam jejaring sosial (fb)	inggris
21683	vllqxl	berdoa dalam hati	indonesia
21684	vllqxl	berdoa di tempat ibadah	indonesia
21685	vllqxl	di rumah	indonesia
21686	vllqxl	di rumah	jawa
21688	vllqxl	di pasar	indonesia
21689	vllqxl	di warung	jawa
21690	vllqxl	di bank	indonesia
21691	vllqxl	di kantor pos	indonesia
21692	vllqxl	di sd dengan guru	indonesia
21693	vllqxl	di sd dengan teman sekelas	jawa
21694	vllqxl	di sma dengan guru	indonesia
21695	vllqxl	di sma dengan teman sekelas	jawa
21696	vllqxl	di kendaraan umum	indonesia
21697	vllqxl	membaca novel/buku cerita	indonesia
21698	vllqxl	membaca novel/buku cerita	inggris
21699	vllqxl	membaca koran	indonesia
21700	vllqxl	membaca majalah	indonesia
21701	vllqxl	mendengar musik	indonesia
21702	vllqxl	mendengar musik	korea
21703	vllqxl	mendengar musik	inggris
21704	vllqxl	mendengar radio	indonesia
21705	vllqxl	mendengar radio	korea
21706	vllqxl	mendengar radio	inggris
21707	vllqxl	menonton tv	indonesia
21708	vllqxl	menonton tv	korea
21709	vllqxl	menonton tv	inggris
21710	efxqkj	dengan ibu	ngoko alus
21711	efxqkj	dengan bapak	ngoko alus
21713	efxqkj	dengan nenek dan kakek	ngoko alus
21715	efxqkj	dengan sanak saudara (tante, om, sepupu, dll)	ngoko
21718	efxqkj	apabila marah	ngoko
21721	efxqkj	kirim sms ke keluarga	ngoko alus
21722	efxqkj	kirim sms ke teman	ngoko
21724	efxqkj	dalam jejaring sosial (fb)	indonesia
21725	efxqkj	dalam jejaring sosial (fb)	inggris
21726	efxqkj	berdoa dalam hati	indonesia
21727	efxqkj	berdoa di tempat ibadah	indonesia
21728	efxqkj	di rumah	ngoko
21730	efxqkj	di pasar	ngoko
21731	efxqkj	di warung	ngoko
21732	efxqkj	di bank	indonesia
21733	efxqkj	di kantor pos	ngoko
21734	efxqkj	di sd dengan guru	indonesia
21735	efxqkj	di sd dengan teman sekelas	ngoko
21736	efxqkj	di sma dengan guru	indonesia
21737	efxqkj	di sma dengan teman sekelas	ngoko
21738	efxqkj	di kendaraan umum	ngoko
21739	efxqkj	membaca novel/buku cerita	indonesia
21740	efxqkj	membaca koran	indonesia
21741	efxqkj	membaca majalah	indonesia
21742	efxqkj	mendengar musik	indonesia
21743	efxqkj	mendengar musik	inggris
21744	efxqkj	mendengar radio	indonesia
21745	efxqkj	menonton tv	ngoko
21746	smamno	dengan ibu	jawa ngoko
21747	smamno	dengan bapak	jawa ngoko
21748	smamno	dengan kakak/adik	jawa ngoko
21749	smamno	dengan nenek dan kakek	jawa kraman alus
21751	smamno	dengan sanak saudara (tante, om, sepupu, dll)	jawa krama
21752	smamno	dengan tetangga	jawa krama
21753	smamno	dengan tetangga	ngoko
21755	smamno	apabila marah	jawa ngoko
21756	smamno	dalam mimpi	indonesia
21757	smamno	dalam mimpi	jawa
21758	smamno	berhitung	jawa ngoko
21759	smamno	kirim sms ke keluarga	jawa krama
21760	smamno	kirim sms ke keluarga	ngoko
21761	smamno	kirim sms ke teman	indonesia
21763	smamno	dalam jejaring sosial (fb)	indonesia
21764	smamno	dalam jejaring sosial (fb)	inggris
21765	smamno	berdoa dalam hati	indonesia
21766	smamno	berdoa di tempat ibadah	indonesia
21767	smamno	di rumah	jawa
21768	smamno	di tempat kerja	indonesia
21769	smamno	di pasar	jawa
21770	smamno	di warung	indonesia
21771	smamno	di warung	jawa
21772	smamno	di bank	indonesia
21773	smamno	di kantor pos	indonesia
21774	smamno	di sd dengan guru	indonesia
21775	smamno	di sd dengan teman sekelas	indonesia
21776	smamno	di sd dengan teman sekelas	jawa
21777	smamno	di sma dengan guru	indonesia
21778	smamno	di sma dengan teman sekelas	jawa
21779	smamno	di kendaraan umum	indonesia
21780	smamno	membaca novel/buku cerita	indonesia
21781	smamno	membaca novel/buku cerita	inggris
21782	smamno	membaca koran	indonesia
21783	smamno	membaca majalah	indonesia
21784	smamno	mendengar musik	indonesia
21785	smamno	mendengar musik	inggris
21786	smamno	mendengar radio	indonesia
21787	smamno	menonton tv	indonesia
21788	smamno	menonton tv	inggris
21789	oncyac	dengan ibu	jawa
21790	oncyac	dengan bapak	jawa
21791	oncyac	dengan kakak/adik	jawa
21792	oncyac	dengan nenek dan kakek	jawa
21794	oncyac	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
21795	oncyac	dengan sanak saudara (tante, om, sepupu, dll)	jawa
21796	oncyac	dengan tetangga	indonesia
21797	oncyac	dengan tetangga	jawa
21798	oncyac	dengan pembantu	jawa
21799	oncyac	apabila marah	jawa
21800	oncyac	dalam mimpi	indonesia
21801	oncyac	dalam mimpi	jawa
21802	oncyac	berhitung	jawa
21803	oncyac	kirim sms ke keluarga	jawa
21804	oncyac	kirim sms ke teman	indonesia
21805	oncyac	kirim sms ke teman	jawa
21807	oncyac	dalam jejaring sosial (fb)	indonesia
21808	oncyac	dalam jejaring sosial (fb)	jawa
21809	oncyac	dalam jejaring sosial (fb)	inggris
21810	oncyac	berdoa dalam hati	jawa
21811	oncyac	berdoa di tempat ibadah	jawa
21812	oncyac	di rumah	jawa
21813	oncyac	di tempat kerja	indonesia
21814	oncyac	di pasar	jawa
21815	oncyac	di warung	jawa
21816	oncyac	di bank	indonesia
21817	oncyac	di kantor pos	indonesia
21818	oncyac	di sd dengan guru	indonesia
21819	oncyac	di sd dengan teman sekelas	indonesia
21820	oncyac	di sd dengan teman sekelas	jawa
21821	oncyac	di sma dengan guru	indonesia
21822	oncyac	di sma dengan teman sekelas	jawa
21823	oncyac	di kendaraan umum	indonesia
21824	oncyac	di kendaraan umum	jawa
21825	oncyac	membaca novel/buku cerita	indonesia
21826	oncyac	membaca koran	indonesia
21827	oncyac	membaca majalah	indonesia
21828	oncyac	mendengar musik	indonesia
21829	oncyac	mendengar musik	inggris
21830	oncyac	mendengar radio	indonesia
21831	oncyac	menonton tv	indonesia
21832	czhpmt	dengan ibu	jawa madya
21833	czhpmt	dengan bapak	jawa madya
21834	czhpmt	dengan kakak/adik	jawa ngoko
21835	czhpmt	dengan nenek dan kakek	jawa kromo
21837	czhpmt	dengan sanak saudara (tante, om, sepupu, dll)	jawa madya
21838	czhpmt	dengan tetangga	jawa madya
21840	czhpmt	apabila marah	jawa ngoko
21842	czhpmt	berhitung	jawa
21843	czhpmt	kirim sms ke keluarga	jawa kromo
21844	czhpmt	kirim sms ke teman	indonesia
21845	czhpmt	kirim sms ke teman	jawa
21847	czhpmt	dalam jejaring sosial (fb)	indonesia
